"year" "measurement_type" "value"
"2101" 950 "n_tree" 0
"2102" 950 "europe_temp_index" 0.02
"2103" 949 "n_tree" -0.15
"2104" 949 "europe_temp_index" 0.07
"2105" 948 "n_tree" -0.44
"2106" 948 "europe_temp_index" 0.05
"2107" 947 "n_tree" 0.04
"2108" 947 "europe_temp_index" -0.03
"2109" 946 "n_tree" -0.04
"2110" 946 "europe_temp_index" 0.3
"2111" 945 "n_tree" 0.49
"2112" 945 "europe_temp_index" 0.42
"2113" 944 "n_tree" 0.06
"2114" 944 "europe_temp_index" 0.31
"2115" 943 "n_tree" -0.36
"2116" 943 "europe_temp_index" -0.36
"2117" 942 "n_tree" -0.65
"2118" 942 "europe_temp_index" -0.26
"2119" 941 "n_tree" 0.02
"2120" 941 "europe_temp_index" -0.17
"2121" 940 "n_tree" -1.68
"2122" 940 "europe_temp_index" -1.2
"2123" 939 "n_tree" -0.17
"2124" 939 "europe_temp_index" -0.12
"2125" 938 "n_tree" -0.41
"2126" 938 "europe_temp_index" -0.18
"2127" 937 "n_tree" 0.3
"2128" 937 "europe_temp_index" 0.01
"2129" 936 "n_tree" 0.35
"2130" 936 "europe_temp_index" 0.12
"2131" 935 "n_tree" 0.26
"2132" 935 "europe_temp_index" 0.46
"2133" 934 "n_tree" 1.15
"2134" 934 "europe_temp_index" 0.89
"2135" 933 "n_tree" 0.35
"2136" 933 "europe_temp_index" 0.66
"2137" 932 "n_tree" 0.2
"2138" 932 "europe_temp_index" 0.54
"2139" 931 "n_tree" -0.1
"2140" 931 "europe_temp_index" 0.43
"2141" 930 "n_tree" 0.27
"2142" 930 "europe_temp_index" 0.65
"2143" 929 "n_tree" 0.54
"2144" 929 "europe_temp_index" 0.59
"2145" 928 "n_tree" 0.07
"2146" 928 "europe_temp_index" 0.76
"2147" 927 "n_tree" -0.68
"2148" 927 "europe_temp_index" 0.09
"2149" 926 "n_tree" 0.21
"2150" 926 "europe_temp_index" 0.35
"2151" 925 "n_tree" -0.33
"2152" 925 "europe_temp_index" 0.1
"2153" 924 "n_tree" -0.14
"2154" 924 "europe_temp_index" 0.4
"2155" 923 "n_tree" -0.48
"2156" 923 "europe_temp_index" -0.12
"2157" 922 "n_tree" 0.02
"2158" 922 "europe_temp_index" 0.37
"2159" 921 "n_tree" -0.88
"2160" 921 "europe_temp_index" -0.3
"2161" 920 "n_tree" -0.54
"2162" 920 "europe_temp_index" -0.1
"2163" 919 "n_tree" -0.24
"2164" 919 "europe_temp_index" 0.38
"2165" 918 "n_tree" -0.48
"2166" 918 "europe_temp_index" -0.03
"2167" 917 "n_tree" -0.69
"2168" 917 "europe_temp_index" -0.01
"2169" 916 "n_tree" -0.35
"2170" 916 "europe_temp_index" 0.36
"2171" 915 "n_tree" -0.14
"2172" 915 "europe_temp_index" 0.36
"2173" 914 "n_tree" -1.31
"2174" 914 "europe_temp_index" -0.21
"2175" 913 "n_tree" -0.7
"2176" 913 "europe_temp_index" -0.17
"2177" 912 "n_tree" -0.25
"2178" 912 "europe_temp_index" 0.56
"2179" 911 "n_tree" -1.14
"2180" 911 "europe_temp_index" -0.61
"2181" 910 "n_tree" -1.27
"2182" 910 "europe_temp_index" -0.58
"2183" 909 "n_tree" -0.82
"2184" 909 "europe_temp_index" -0.19
"2185" 908 "n_tree" -0.82
"2186" 908 "europe_temp_index" 0
"2187" 907 "n_tree" -1.59
"2188" 907 "europe_temp_index" -0.7
"2189" 906 "n_tree" -0.77
"2190" 906 "europe_temp_index" -0.07
"2191" 905 "n_tree" -0.89
"2192" 905 "europe_temp_index" -0.11
"2193" 904 "n_tree" -0.92
"2194" 904 "europe_temp_index" 0.05
"2195" 903 "n_tree" -1.46
"2196" 903 "europe_temp_index" -0.59
"2197" 902 "n_tree" -1.26
"2198" 902 "europe_temp_index" -0.38
"2199" 901 "n_tree" -0.95
"2200" 901 "europe_temp_index" -0.22
"2201" 900 "n_tree" -1.39
"2202" 900 "europe_temp_index" -0.45
"2203" 899 "n_tree" -0.25
"2204" 899 "europe_temp_index" 0.13
"2205" 898 "n_tree" -0.22
"2206" 898 "europe_temp_index" -0.03
"2207" 897 "n_tree" 0.34
"2208" 897 "europe_temp_index" 0.55
"2209" 896 "n_tree" -0.33
"2210" 896 "europe_temp_index" -0.26
"2211" 895 "n_tree" 0.02
"2212" 895 "europe_temp_index" -0.18
"2213" 894 "n_tree" 0.45
"2214" 894 "europe_temp_index" 0.12
"2215" 893 "n_tree" -0.02
"2216" 893 "europe_temp_index" 0.11
"2217" 892 "n_tree" -0.18
"2218" 892 "europe_temp_index" -0.15
"2219" 891 "n_tree" 1.09
"2220" 891 "europe_temp_index" 0.82
"2221" 890 "n_tree" 0.19
"2222" 890 "europe_temp_index" 0.54
"2223" 889 "n_tree" 0.06
"2224" 889 "europe_temp_index" 0.32
"2225" 888 "n_tree" -0.88
"2226" 888 "europe_temp_index" -0.02
"2227" 887 "n_tree" 0.56
"2228" 887 "europe_temp_index" 0.57
"2229" 886 "n_tree" 0.17
"2230" 886 "europe_temp_index" 0.57
"2231" 885 "n_tree" 0.25
"2232" 885 "europe_temp_index" 0.55
"2233" 884 "n_tree" -0.75
"2234" 884 "europe_temp_index" 0.11
"2235" 883 "n_tree" 0.17
"2236" 883 "europe_temp_index" 0.36
"2237" 882 "n_tree" 0.14
"2238" 882 "europe_temp_index" 0.26
"2239" 881 "n_tree" -1.36
"2240" 881 "europe_temp_index" -0.4
"2241" 880 "n_tree" 0.09
"2242" 880 "europe_temp_index" 0.5
"2243" 879 "n_tree" 0.1
"2244" 879 "europe_temp_index" 0.1
"2245" 878 "n_tree" 0.39
"2246" 878 "europe_temp_index" 0.33
"2247" 877 "n_tree" -0.78
"2248" 877 "europe_temp_index" -0.32
"2249" 876 "n_tree" 0.44
"2250" 876 "europe_temp_index" 0.52
"2251" 875 "n_tree" 0.49
"2252" 875 "europe_temp_index" 0.37
"2253" 874 "n_tree" -0.09
"2254" 874 "europe_temp_index" 0.18
"2255" 873 "n_tree" 0.04
"2256" 873 "europe_temp_index" 0.04
"2257" 872 "n_tree" -0.56
"2258" 872 "europe_temp_index" -0.29
"2259" 871 "n_tree" -0.32
"2260" 871 "europe_temp_index" -0.12
"2261" 870 "n_tree" -0.66
"2262" 870 "europe_temp_index" -0.31
"2263" 869 "n_tree" 0.04
"2264" 869 "europe_temp_index" 0.58
"2265" 868 "n_tree" -0.65
"2266" 868 "europe_temp_index" 0.26
"2267" 867 "n_tree" -0.71
"2268" 867 "europe_temp_index" -0.13
"2269" 866 "n_tree" -0.99
"2270" 866 "europe_temp_index" -0.33
"2271" 865 "n_tree" -1.68
"2272" 865 "europe_temp_index" -0.88
"2273" 864 "n_tree" -0.5
"2274" 864 "europe_temp_index" 0.02
"2275" 863 "n_tree" -0.88
"2276" 863 "europe_temp_index" -0.43
"2277" 862 "n_tree" -0.84
"2278" 862 "europe_temp_index" -0.39
"2279" 861 "n_tree" -1.24
"2280" 861 "europe_temp_index" -0.61
"2281" 860 "n_tree" -1.38
"2282" 860 "europe_temp_index" -0.18
"2283" 859 "n_tree" -1.02
"2284" 859 "europe_temp_index" -0.43
"2285" 858 "n_tree" -0.54
"2286" 858 "europe_temp_index" -0.24
"2287" 857 "n_tree" -0.9
"2288" 857 "europe_temp_index" -0.33
"2289" 856 "n_tree" -0.56
"2290" 856 "europe_temp_index" -0.01
"2291" 855 "n_tree" -0.56
"2292" 855 "europe_temp_index" 0.06
"2293" 854 "n_tree" -0.84
"2294" 854 "europe_temp_index" -0.28
"2295" 853 "n_tree" -0.85
"2296" 853 "europe_temp_index" -0.69
"2297" 852 "n_tree" -0.94
"2298" 852 "europe_temp_index" -0.81
"2299" 851 "n_tree" -0.54
"2300" 851 "europe_temp_index" -0.48
"2301" 850 "n_tree" 0.19
"2302" 850 "europe_temp_index" 0.11
"2303" 849 "n_tree" -0.05
"2304" 849 "europe_temp_index" 0.04
"2305" 848 "n_tree" -0.42
"2306" 848 "europe_temp_index" -0.16
"2307" 847 "n_tree" -0.52
"2308" 847 "europe_temp_index" -0.14
"2309" 846 "n_tree" -0.33
"2310" 846 "europe_temp_index" -0.17
"2311" 845 "n_tree" 0.32
"2312" 845 "europe_temp_index" 0.59
"2313" 844 "n_tree" -0.59
"2314" 844 "europe_temp_index" -0.08
"2315" 843 "n_tree" -0.02
"2316" 843 "europe_temp_index" -0.02
"2317" 842 "n_tree" 0.08
"2318" 842 "europe_temp_index" 0.26
"2319" 841 "n_tree" -0.27
"2320" 841 "europe_temp_index" -0.08
"2321" 840 "n_tree" -0.02
"2322" 840 "europe_temp_index" -0.03
"2323" 839 "n_tree" 0.04
"2324" 839 "europe_temp_index" 0.38
"2325" 838 "n_tree" -0.34
"2326" 838 "europe_temp_index" -0.12
"2327" 837 "n_tree" 0.28
"2328" 837 "europe_temp_index" 0.32
"2329" 836 "n_tree" -0.53
"2330" 836 "europe_temp_index" 0.02
"2331" 835 "n_tree" -0.11
"2332" 835 "europe_temp_index" 0.24
"2333" 834 "n_tree" -0.9
"2334" 834 "europe_temp_index" -0.35
"2335" 833 "n_tree" -0.21
"2336" 833 "europe_temp_index" 0.09
"2337" 832 "n_tree" -0.65
"2338" 832 "europe_temp_index" -0.13
"2339" 831 "n_tree" -0.99
"2340" 831 "europe_temp_index" -0.3
"2341" 830 "n_tree" -0.81
"2342" 830 "europe_temp_index" -0.11
"2343" 829 "n_tree" -0.98
"2344" 829 "europe_temp_index" -0.23
"2345" 828 "n_tree" -0.41
"2346" 828 "europe_temp_index" -0.21
"2347" 827 "n_tree" -0.81
"2348" 827 "europe_temp_index" -0.22
"2349" 826 "n_tree" -0.67
"2350" 826 "europe_temp_index" -0.19
"2351" 825 "n_tree" -0.46
"2352" 825 "europe_temp_index" -0.08
"2353" 824 "n_tree" -0.67
"2354" 824 "europe_temp_index" -0.67
"2355" 823 "n_tree" -0.41
"2356" 823 "europe_temp_index" -0.37
"2357" 822 "n_tree" -0.47
"2358" 822 "europe_temp_index" -0.35
"2359" 821 "n_tree" -0.17
"2360" 821 "europe_temp_index" -0.27
"2361" 820 "n_tree" -0.26
"2362" 820 "europe_temp_index" -0.03
"2363" 819 "n_tree" -0.69
"2364" 819 "europe_temp_index" -0.23
"2365" 818 "n_tree" -1.32
"2366" 818 "europe_temp_index" -0.61
"2367" 817 "n_tree" -1.27
"2368" 817 "europe_temp_index" -0.04
"2369" 816 "n_tree" -0.68
"2370" 816 "europe_temp_index" 0.04
"2371" 815 "n_tree" -1.06
"2372" 815 "europe_temp_index" -0.42
"2373" 814 "n_tree" -1.69
"2374" 814 "europe_temp_index" -0.53
"2375" 813 "n_tree" -0.8
"2376" 813 "europe_temp_index" 0.05
"2377" 812 "n_tree" -0.69
"2378" 812 "europe_temp_index" -0.17
"2379" 811 "n_tree" -0.85
"2380" 811 "europe_temp_index" -0.09
"2381" 810 "n_tree" -1.28
"2382" 810 "europe_temp_index" -0.28
"2383" 809 "n_tree" -1.46
"2384" 809 "europe_temp_index" -0.74
"2385" 808 "n_tree" -0.86
"2386" 808 "europe_temp_index" -0.48
"2387" 807 "n_tree" -1.29
"2388" 807 "europe_temp_index" -0.52
"2389" 806 "n_tree" -1.03
"2390" 806 "europe_temp_index" -0.46
"2391" 805 "n_tree" -0.7
"2392" 805 "europe_temp_index" -0.5
"2393" 804 "n_tree" -1.2
"2394" 804 "europe_temp_index" -0.38
"2395" 803 "n_tree" -1.38
"2396" 803 "europe_temp_index" -0.83
"2397" 802 "n_tree" -1.24
"2398" 802 "europe_temp_index" -0.56
"2399" 801 "n_tree" -1.38
"2400" 801 "europe_temp_index" -0.55
"2401" 800 "n_tree" -2.37
"2402" 800 "europe_temp_index" -1.57
"2403" 799 "n_tree" -1.02
"2404" 799 "europe_temp_index" -0.72
"2405" 798 "n_tree" -0.81
"2406" 798 "europe_temp_index" -0.37
"2407" 797 "n_tree" -1.08
"2408" 797 "europe_temp_index" -0.6
"2409" 796 "n_tree" -0.75
"2410" 796 "europe_temp_index" -0.41
"2411" 795 "n_tree" -0.63
"2412" 795 "europe_temp_index" -0.21
"2413" 794 "n_tree" -0.49
"2414" 794 "europe_temp_index" -0.16
"2415" 793 "n_tree" 0.18
"2416" 793 "europe_temp_index" 0.37
"2417" 792 "n_tree" 0.62
"2418" 792 "europe_temp_index" 0.47
"2419" 791 "n_tree" -1.01
"2420" 791 "europe_temp_index" -0.33
"2421" 790 "n_tree" 0.07
"2422" 790 "europe_temp_index" 0.34
"2423" 789 "n_tree" -0.98
"2424" 789 "europe_temp_index" -0.37
"2425" 788 "n_tree" -0.97
"2426" 788 "europe_temp_index" -0.43
"2427" 787 "n_tree" -0.34
"2428" 787 "europe_temp_index" 0.06
"2429" 786 "n_tree" -0.35
"2430" 786 "europe_temp_index" -0.21
"2431" 785 "n_tree" -0.57
"2432" 785 "europe_temp_index" -0.01
"2433" 784 "n_tree" -1.26
"2434" 784 "europe_temp_index" -0.54
"2435" 783 "n_tree" -0.94
"2436" 783 "europe_temp_index" -0.48
"2437" 782 "n_tree" -0.45
"2438" 782 "europe_temp_index" -0.19
"2439" 781 "n_tree" -1.09
"2440" 781 "europe_temp_index" -0.32
"2441" 780 "n_tree" -0.22
"2442" 780 "europe_temp_index" 0.2
"2443" 779 "n_tree" -0.27
"2444" 779 "europe_temp_index" 0.27
"2445" 778 "n_tree" 0.3
"2446" 778 "europe_temp_index" 0.46
"2447" 777 "n_tree" -0.14
"2448" 777 "europe_temp_index" 0.33
"2449" 776 "n_tree" -0.54
"2450" 776 "europe_temp_index" -0.36
"2451" 775 "n_tree" 0.09
"2452" 775 "europe_temp_index" 0.26
"2453" 774 "n_tree" -0.04
"2454" 774 "europe_temp_index" 0.09
"2455" 773 "n_tree" -0.72
"2456" 773 "europe_temp_index" -0.4
"2457" 772 "n_tree" -0.93
"2458" 772 "europe_temp_index" -0.39
"2459" 771 "n_tree" 0.68
"2460" 771 "europe_temp_index" 0.77
"2461" 770 "n_tree" -0.23
"2462" 770 "europe_temp_index" 0.34
"2463" 769 "n_tree" 0.64
"2464" 769 "europe_temp_index" 0.39
"2465" 768 "n_tree" 0.48
"2466" 768 "europe_temp_index" 0.35
"2467" 767 "n_tree" 0.65
"2468" 767 "europe_temp_index" 0.28
"2469" 766 "n_tree" -0.46
"2470" 766 "europe_temp_index" -0.24
"2471" 765 "n_tree" 0.68
"2472" 765 "europe_temp_index" 0.21
"2473" 764 "n_tree" 1.09
"2474" 764 "europe_temp_index" 0.54
"2475" 763 "n_tree" 0.72
"2476" 763 "europe_temp_index" 0.47
"2477" 762 "n_tree" -0.4
"2478" 762 "europe_temp_index" -0.17
"2479" 761 "n_tree" 0.48
"2480" 761 "europe_temp_index" 0.65
"2481" 760 "n_tree" 0.68
"2482" 760 "europe_temp_index" 0.7
"2483" 759 "n_tree" 0.4
"2484" 759 "europe_temp_index" 0.33
"2485" 758 "n_tree" 0.97
"2486" 758 "europe_temp_index" 0.51
"2487" 757 "n_tree" 0.58
"2488" 757 "europe_temp_index" 0.21
"2489" 756 "n_tree" 0.33
"2490" 756 "europe_temp_index" -0.28
"2491" 755 "n_tree" 0.48
"2492" 755 "europe_temp_index" 0.15
"2493" 754 "n_tree" 0.49
"2494" 754 "europe_temp_index" 0.67
"2495" 753 "n_tree" 0.61
"2496" 753 "europe_temp_index" 0.64
"2497" 752 "n_tree" 0.04
"2498" 752 "europe_temp_index" -0.07
"2499" 751 "n_tree" 0.41
"2500" 751 "europe_temp_index" 0.41
"2501" 750 "n_tree" 0.32
"2502" 750 "europe_temp_index" 0.28
"2503" 749 "n_tree" 0.23
"2504" 749 "europe_temp_index" 0.39
"2505" 748 "n_tree" 0.1
"2506" 748 "europe_temp_index" 0.06
"2507" 747 "n_tree" 0.49
"2508" 747 "europe_temp_index" 0.79
"2509" 746 "n_tree" 0.08
"2510" 746 "europe_temp_index" 0.3
"2511" 745 "n_tree" -0.38
"2512" 745 "europe_temp_index" 0.11
"2513" 744 "n_tree" -0.53
"2514" 744 "europe_temp_index" -0.28
"2515" 743 "n_tree" -0.57
"2516" 743 "europe_temp_index" 0.11
"2517" 742 "n_tree" 0.38
"2518" 742 "europe_temp_index" 0.58
"2519" 741 "n_tree" -0.37
"2520" 741 "europe_temp_index" -0.1
"2521" 740 "n_tree" -0.71
"2522" 740 "europe_temp_index" -0.35
"2523" 739 "n_tree" -0.71
"2524" 739 "europe_temp_index" -0.18
"2525" 738 "n_tree" -0.97
"2526" 738 "europe_temp_index" -0.35
"2527" 737 "n_tree" -0.24
"2528" 737 "europe_temp_index" 0.11
"2529" 736 "n_tree" 0.56
"2530" 736 "europe_temp_index" 0.6
"2531" 735 "n_tree" 0.12
"2532" 735 "europe_temp_index" 0.06
"2533" 734 "n_tree" 0.11
"2534" 734 "europe_temp_index" 0.34
"2535" 733 "n_tree" -0.31
"2536" 733 "europe_temp_index" 0.15
"2537" 732 "n_tree" 0.76
"2538" 732 "europe_temp_index" 0.55
"2539" 731 "n_tree" 0
"2540" 731 "europe_temp_index" -0.02
"2541" 730 "n_tree" 0.57
"2542" 730 "europe_temp_index" 0.63
"2543" 729 "n_tree" 0.11
"2544" 729 "europe_temp_index" 0.45
"2545" 728 "n_tree" 0.25
"2546" 728 "europe_temp_index" 0.4
"2547" 727 "n_tree" -0.34
"2548" 727 "europe_temp_index" 0.19
"2549" 726 "n_tree" -0.06
"2550" 726 "europe_temp_index" 0.45
"2551" 725 "n_tree" -0.2
"2552" 725 "europe_temp_index" 0.5
"2553" 724 "n_tree" -0.01
"2554" 724 "europe_temp_index" 0.28
"2555" 723 "n_tree" -0.21
"2556" 723 "europe_temp_index" 0.11
"2557" 722 "n_tree" -0.14
"2558" 722 "europe_temp_index" 0.21
"2559" 721 "n_tree" 0.21
"2560" 721 "europe_temp_index" 0.5
"2561" 720 "n_tree" -0.94
"2562" 720 "europe_temp_index" -0.08
"2563" 719 "n_tree" -0.62
"2564" 719 "europe_temp_index" 0.01
"2565" 718 "n_tree" -0.4
"2566" 718 "europe_temp_index" 0.16
"2567" 717 "n_tree" -0.08
"2568" 717 "europe_temp_index" 0.33
"2569" 716 "n_tree" -0.43
"2570" 716 "europe_temp_index" 0.23
"2571" 715 "n_tree" -0.53
"2572" 715 "europe_temp_index" -0.18
"2573" 714 "n_tree" -0.14
"2574" 714 "europe_temp_index" -0.01
"2575" 713 "n_tree" -0.23
"2576" 713 "europe_temp_index" 0.06
"2577" 712 "n_tree" -0.76
"2578" 712 "europe_temp_index" -0.36
"2579" 711 "n_tree" -0.67
"2580" 711 "europe_temp_index" -0.29
"2581" 710 "n_tree" -0.71
"2582" 710 "europe_temp_index" -0.24
"2583" 709 "n_tree" -0.59
"2584" 709 "europe_temp_index" -0.32
"2585" 708 "n_tree" 0.49
"2586" 708 "europe_temp_index" 0.46
"2587" 707 "n_tree" -0.63
"2588" 707 "europe_temp_index" 0.05
"2589" 706 "n_tree" -0.23
"2590" 706 "europe_temp_index" 0.34
"2591" 705 "n_tree" -0.1
"2592" 705 "europe_temp_index" -0.01
"2593" 704 "n_tree" 0.11
"2594" 704 "europe_temp_index" -0.06
"2595" 703 "n_tree" -0.17
"2596" 703 "europe_temp_index" 0.29
"2597" 702 "n_tree" -0.5
"2598" 702 "europe_temp_index" -0.06
"2599" 701 "n_tree" -0.54
"2600" 701 "europe_temp_index" -0.07
"2601" 700 "n_tree" -1.46
"2602" 700 "europe_temp_index" -0.54
"2603" 699 "n_tree" -0.53
"2604" 699 "europe_temp_index" 0.05
"2605" 698 "n_tree" -0.93
"2606" 698 "europe_temp_index" -0.43
"2607" 697 "n_tree" -0.75
"2608" 697 "europe_temp_index" -0.03
"2609" 696 "n_tree" -0.17
"2610" 696 "europe_temp_index" 0.25
"2611" 695 "n_tree" -0.83
"2612" 695 "europe_temp_index" 0.07
"2613" 694 "n_tree" -1.3
"2614" 694 "europe_temp_index" -0.5
"2615" 693 "n_tree" -1.33
"2616" 693 "europe_temp_index" -0.12
"2617" 692 "n_tree" -1.33
"2618" 692 "europe_temp_index" -0.73
"2619" 691 "n_tree" -0.96
"2620" 691 "europe_temp_index" -0.12
"2621" 690 "n_tree" -1.21
"2622" 690 "europe_temp_index" -0.24
"2623" 689 "n_tree" -0.69
"2624" 689 "europe_temp_index" 0.05
"2625" 688 "n_tree" -1.33
"2626" 688 "europe_temp_index" -0.08
"2627" 687 "n_tree" -1.93
"2628" 687 "europe_temp_index" -0.7
"2629" 686 "n_tree" -0.48
"2630" 686 "europe_temp_index" 0.23
"2631" 685 "n_tree" -0.78
"2632" 685 "europe_temp_index" -0.22
"2633" 684 "n_tree" -0.95
"2634" 684 "europe_temp_index" -0.16
"2635" 683 "n_tree" 0.24
"2636" 683 "europe_temp_index" 0.64
"2637" 682 "n_tree" -0.93
"2638" 682 "europe_temp_index" 0.26
"2639" 681 "n_tree" -1.04
"2640" 681 "europe_temp_index" -0.02
"2641" 680 "n_tree" -0.05
"2642" 680 "europe_temp_index" 0.32
"2643" 679 "n_tree" -0.26
"2644" 679 "europe_temp_index" -0.03
"2645" 678 "n_tree" -0.3
"2646" 678 "europe_temp_index" 0.05
"2647" 677 "n_tree" 0.06
"2648" 677 "europe_temp_index" 0.04
"2649" 676 "n_tree" -1.05
"2650" 676 "europe_temp_index" -0.58
"2651" 675 "n_tree" -0.33
"2652" 675 "europe_temp_index" 0.3
"2653" 674 "n_tree" 0.67
"2654" 674 "europe_temp_index" 0.48
"2655" 673 "n_tree" 0.33
"2656" 673 "europe_temp_index" 0.12
"2657" 672 "n_tree" 0.1
"2658" 672 "europe_temp_index" 0.12
"2659" 671 "n_tree" 0.19
"2660" 671 "europe_temp_index" 0.35
"2661" 670 "n_tree" -0.33
"2662" 670 "europe_temp_index" 0.18
"2663" 669 "n_tree" -0.53
"2664" 669 "europe_temp_index" -0.39
"2665" 668 "n_tree" -0.4
"2666" 668 "europe_temp_index" -0.24
"2667" 667 "n_tree" -0.06
"2668" 667 "europe_temp_index" 0.21
"2669" 666 "n_tree" -0.08
"2670" 666 "europe_temp_index" 0.02
"2671" 665 "n_tree" -0.16
"2672" 665 "europe_temp_index" 0.07
"2673" 664 "n_tree" -0.87
"2674" 664 "europe_temp_index" -0.53
"2675" 663 "n_tree" -0.85
"2676" 663 "europe_temp_index" -0.27
"2677" 662 "n_tree" -1.06
"2678" 662 "europe_temp_index" -0.73
"2679" 661 "n_tree" -1.19
"2680" 661 "europe_temp_index" -0.51
"2681" 660 "n_tree" -0.77
"2682" 660 "europe_temp_index" -0.29
"2683" 659 "n_tree" -1.04
"2684" 659 "europe_temp_index" -0.68
"2685" 658 "n_tree" -0.49
"2686" 658 "europe_temp_index" -0.21
"2687" 657 "n_tree" 0.04
"2688" 657 "europe_temp_index" 0.15
"2689" 656 "n_tree" -0.06
"2690" 656 "europe_temp_index" 0.19
"2691" 655 "n_tree" -1.43
"2692" 655 "europe_temp_index" -0.51
"2693" 654 "n_tree" -0.68
"2694" 654 "europe_temp_index" -0.31
"2695" 653 "n_tree" -0.87
"2696" 653 "europe_temp_index" -0.23
"2697" 652 "n_tree" -0.14
"2698" 652 "europe_temp_index" 0.2
"2699" 651 "n_tree" -1.04
"2700" 651 "europe_temp_index" -0.43
"2701" 650 "n_tree" -0.83
"2702" 650 "europe_temp_index" -0.36
"2703" 649 "n_tree" -0.65
"2704" 649 "europe_temp_index" -0.07
"2705" 648 "n_tree" -1.74
"2706" 648 "europe_temp_index" -0.57
"2707" 647 "n_tree" -1.38
"2708" 647 "europe_temp_index" -0.86
"2709" 646 "n_tree" -0.99
"2710" 646 "europe_temp_index" -0.41
"2711" 645 "n_tree" -0.59
"2712" 645 "europe_temp_index" 0.38
"2713" 644 "n_tree" -1.45
"2714" 644 "europe_temp_index" -0.32
"2715" 643 "n_tree" -1.04
"2716" 643 "europe_temp_index" -0.49
"2717" 642 "n_tree" -0.66
"2718" 642 "europe_temp_index" -0.3
"2719" 641 "n_tree" -0.62
"2720" 641 "europe_temp_index" 0.04
"2721" 640 "n_tree" -0.9
"2722" 640 "europe_temp_index" -0.17
"2723" 639 "n_tree" -1.54
"2724" 639 "europe_temp_index" -0.56
"2725" 638 "n_tree" -0.59
"2726" 638 "europe_temp_index" 0.03
"2727" 637 "n_tree" -0.27
"2728" 637 "europe_temp_index" 0.22
"2729" 636 "n_tree" -0.75
"2730" 636 "europe_temp_index" -0.4
"2731" 635 "n_tree" -0.74
"2732" 635 "europe_temp_index" -0.49
"2733" 634 "n_tree" 0.06
"2734" 634 "europe_temp_index" 0.15
"2735" 633 "n_tree" 0.31
"2736" 633 "europe_temp_index" 0.25
"2737" 632 "n_tree" -0.23
"2738" 632 "europe_temp_index" 0.06
"2739" 631 "n_tree" -0.81
"2740" 631 "europe_temp_index" -0.42
"2741" 630 "n_tree" 0.07
"2742" 630 "europe_temp_index" 0.04
"2743" 629 "n_tree" 0.28
"2744" 629 "europe_temp_index" -0.07
"2745" 628 "n_tree" -0.98
"2746" 628 "europe_temp_index" -0.22
"2747" 627 "n_tree" -3.02
"2748" 627 "europe_temp_index" -1.01
"2749" 626 "n_tree" -1.25
"2750" 626 "europe_temp_index" -0.71
"2751" 625 "n_tree" -0.72
"2752" 625 "europe_temp_index" -0.21
"2753" 624 "n_tree" -0.81
"2754" 624 "europe_temp_index" -0.41
"2755" 623 "n_tree" -0.85
"2756" 623 "europe_temp_index" -0.12
"2757" 622 "n_tree" -0.17
"2758" 622 "europe_temp_index" 0.3
"2759" 621 "n_tree" -0.34
"2760" 621 "europe_temp_index" -0.13
"2761" 620 "n_tree" -0.38
"2762" 620 "europe_temp_index" 0.23
"2763" 619 "n_tree" -0.13
"2764" 619 "europe_temp_index" 0.15
"2765" 618 "n_tree" -0.44
"2766" 618 "europe_temp_index" -0.34
"2767" 617 "n_tree" -1.07
"2768" 617 "europe_temp_index" -0.68
"2769" 616 "n_tree" 0.22
"2770" 616 "europe_temp_index" 0.35
"2771" 615 "n_tree" -0.94
"2772" 615 "europe_temp_index" -0.19
"2773" 614 "n_tree" -0.72
"2774" 614 "europe_temp_index" -0.43
"2775" 613 "n_tree" -0.99
"2776" 613 "europe_temp_index" -0.23
"2777" 612 "n_tree" -0.53
"2778" 612 "europe_temp_index" 0.04
"2779" 611 "n_tree" -1
"2780" 611 "europe_temp_index" -0.26
"2781" 610 "n_tree" -1.34
"2782" 610 "europe_temp_index" -0.4
"2783" 609 "n_tree" -1.18
"2784" 609 "europe_temp_index" -0.38
"2785" 608 "n_tree" -1.72
"2786" 608 "europe_temp_index" -0.7
"2787" 607 "n_tree" -1.52
"2788" 607 "europe_temp_index" -0.75
"2789" 606 "n_tree" -0.19
"2790" 606 "europe_temp_index" 0.09
"2791" 605 "n_tree" -0.37
"2792" 605 "europe_temp_index" -0.19
"2793" 604 "n_tree" -0.17
"2794" 604 "europe_temp_index" 0.21
"2795" 603 "n_tree" -1.86
"2796" 603 "europe_temp_index" -0.97
"2797" 602 "n_tree" -0.29
"2798" 602 "europe_temp_index" -0.21
"2799" 601 "n_tree" -1.49
"2800" 601 "europe_temp_index" -0.66
"2801" 600 "n_tree" -0.83
"2802" 600 "europe_temp_index" -0.27
"2803" 599 "n_tree" -0.63
"2804" 599 "europe_temp_index" -0.36
"2805" 598 "n_tree" -1.14
"2806" 598 "europe_temp_index" -0.57
"2807" 597 "n_tree" -0.83
"2808" 597 "europe_temp_index" -0.69
"2809" 596 "n_tree" -1.86
"2810" 596 "europe_temp_index" -0.7
"2811" 595 "n_tree" -0.43
"2812" 595 "europe_temp_index" -0.24
"2813" 594 "n_tree" 0.33
"2814" 594 "europe_temp_index" 0.15
"2815" 593 "n_tree" -0.08
"2816" 593 "europe_temp_index" -0.23
"2817" 592 "n_tree" -0.36
